GPSWeek [weeks];GPSSecondsOfWeek [s];Longitude (GT Lon) [deg];Longitude Cov (GT Lon) [deg];Latitude (GT Lat) [deg];Latitude Cov (GT Lat) [deg];Height above ellipsoid (GT Height) [m];Height above ellipsoid Cov (GT Height) [m];Heading (0° = East, counterclockwise) - (GT Heading) [rad];Heading Cov (0° = East, counterclockwise) - (GT Heading) [rad];Acceleration (GT Acceleration) [ms^2];Acceleration Cov (GT Acceleration) [ms^2];Velocity (GT Velocity) [m/s];Velocity Cov (GT Velocity) [m/s];Yaw-Rate (GT Yaw-rate) [rad/s];Yaw-Rate Cov (GT Yaw-rate) [rad/s];Measurement time of week (rcvTow) [s];GPS week number (week) [weeks];GPS leap seconds (leapS) [s];Number of measurements to follow (numMeas) [];Receiver tracking status (recStat) [];Pseudorange measurement (prMes) [m];Carrier phase measurement (cpMes) [cycles];Doppler measurement (doMes) [Hz];GNSS identifier (gnssId) [];Satellite identifier (svId) [];Frequency slot - only Glonass (freqId) [];Carrier phase locktime counter (locktime) [ms];Carrier-to-noise density ratio (cno) [dbHz];Estimated pseudorange measurement standard deviation (prStdev) [m];Estimated carrier phase measurement standard deviation (cpStdev) [cycles];Estimated Doppler measurement standard deviation (doStdev) [Hz];Tracking status (trkStat) [];NLOS (0 == no, 1 == yes, # == No Information);Elevation;Azimuth
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;19831471.6560381;104215083.429059;181.8325;GPS;12;0;40640;51;0.32;0.004;0.128;15;0;85.19268071099954;345.8390419565833
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;19751504.9614951;105620210.593831;2140.22;Glonass;20;9;31900;45;0.32;0.004;0.128;7;0;58.798498083395536;136.99446640371264
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;22673723.5531083;120991333.451131;1177.279;Glonass;2;3;0;28;40.96;0.06;8.192;1;1;17.924477431651294;338.1519123809232
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;22679427.8635103;119181197.617077;-2839.209;GPS;19;0;0;35;5.12;0.06;2.048;1;0;29.60762058995662;49.98167710671362
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;22224321.9444566;116789634.639147;606.1646;GPS;32;0;9760;49;0.64;0.004;0.256;3;0;35.52541705131292;289.9216193962189
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;22717001.4764949;121435413.676223;-2391.971;Glonass;1;8;260;38;10.24;0.024;4.096;3;1;18.120043875777498;281.65961640308217
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;19092138.1435099;101771879.692467;45.4292;Glonass;10;0;13900;45;0.64;0.004;0.256;15;0;76.5484474186736;52.62344229572682
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;22611149.9263292;120996872.892717;4795.591;Glonass;21;11;0;31;20.48;0.06;8.192;1;0;18.33517306321027;182.02899983216437
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;20823988.7591935;111394346.133718;-2314.337;Glonass;19;10;20;33;10.24;0.028;4.096;1;0;40.52949657896025;42.02459480091693
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;22624331.3138286;118891656.320233;1573.683;GPS;14;0;12780;45;1.28;0.012;0.512;3;0;32.80137534549525;301.9815861987193
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;20977851.8355731;112099284.251015;3389.532;Glonass;11;7;7900;40;1.28;0.012;0.512;3;0;;
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;22827996.0508089;119961927.943048;1044.86;GPS;6;0;160;42;10.24;0.028;4.096;3;1;27.459479930820066;75.10377446870007
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;21688046.8349179;115650187.04301;-2961.63;Glonass;9;1;0;28;10.24;0.06;4.096;1;1;28.570217312205457;108.09170926829245
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;21299921.1423526;111931835.505334;-2265.703;GPS;24;0;3520;44;2.56;0.012;0.512;3;0;49.84457714008956;146.38411738153786
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;25127029.3138133;132043429.592113;-3156.441;GPS;17;0;0;20;40.96;0.06;16.384;1;1;7.139321234276821;41.41216783226338
1900;126722.99999996992;13.3726113166658;0.0014238955672817;52.5076896373415;0.0018065344387084;77.3685213965364;0.0022078799825499;2.32956509469659;9.02021411217311e-07;0.0230795266413679;0.0227676562675275;5.20675524527906;0.0003113788610378;0.216068737656315;3.44251566504703e-06;126722.99999997;1900;17;16;1;21205272.7929279;111434476.462546;2507.096;GPS;25;0;10360;48;0.64;0.004;0.256;3;0;48.7688076190624;267.8025540413679
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;19831464.6236004;104215047.077508;181.9253;GPS;12;0;40840;50;0.32;0.004;0.128;15;0;85.19269233371914;345.8584602999201
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;19751424.9566093;105619782.569733;2140.698;Glonass;20;9;32100;45;0.32;0.004;0.128;7;0;58.80007815929741;136.99215794905024
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;22673684.137429;120991122.395271;1179.984;Glonass;2;3;0;28;20.48;0.06;8.192;1;1;17.924836152205476;338.1502879780608
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;22679541.5429538;119181795.000328;-2845.906;GPS;19;0;20;37;5.12;0.028;2.048;1;0;29.60631178518909;49.98110976568631
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;22224299.058496;116789513.304183;606.9937;GPS;32;0;9960;49;0.64;0.004;0.256;3;0;35.52557681133545;289.9198128099124
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;22717090.1977644;121435892.056837;-2391.864;Glonass;1;8;460;39;10.24;0.02;4.096;3;1;18.119015971097838;281.65818531806434
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;19092136.3155996;101771870.590546;45.80859;Glonass;10;0;14100;45;0.64;0.004;0.256;15;0;76.54795997590386;52.63155085145752
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;22610969.7484685;120995908.389146;4814.987;Glonass;21;11;0;35;20.48;0.06;8.192;1;1;18.33691453925513;182.0291230463982
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;20824079.4610627;111394831.465118;-2320.898;Glonass;19;10;0;38;10.24;0.06;4.096;1;0;40.52813947087433;42.02319910604365
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;22624271.3941435;118891341.734462;1572.776;GPS;14;0;12980;44;1.28;0.008;0.512;3;0;32.80193193313243;301.9800513514457
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;20977724.8547012;112098605.733268;3390.662;Glonass;11;7;8100;43;1.28;0.008;0.512;15;0;;
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;22827949.092273;119961718.971239;1045.038;GPS;6;0;360;46;10.24;0.024;4.096;3;1;27.459828697606476;75.10216700569964
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;21688160.2918711;115650791.960222;-2980.92;Glonass;9;1;0;28;20.48;0.06;8.192;1;1;28.56877047788937;108.09296241995429
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;21300006.8229217;111932288.742513;-2265.533;GPS;24;0;3720;43;1.28;0.008;0.512;3;0;49.84297173669408;146.3844757800581
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;25127148.8172669;132044057.880567;-3156.441;GPS;17;0;0;20;40.96;0.06;16.384;1;1;7.138045386535924;41.41214628869511
1900;126723.19999996992;13.3726002691451;0.0014149689480626;52.5076960662868;0.0017130533592481;77.3509432724677;0.0021906771342999;2.3720569970319;9.009068489383e-07;0.0476197641824001;0.0227671736906794;5.21378820511745;0.0003113064586075;0.216426726117788;3.44240134719976e-06;126723.19999997;1900;17;16;1;21205177.4536633;111433974.974925;2507.567;GPS;25;0;10560;48;0.64;0.004;0.256;3;0;48.770251242061754;267.8035662632018
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;19831457.6086128;104215010.673285;181.9785;GPS;12;0;41040;50;0.32;0.004;0.128;15;0;85.19270317617118;345.8778839239229
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;19751345.1785764;105619354.554048;2139.946;Glonass;20;9;32300;45;0.64;0.004;0.256;7;0;58.80165818719122;136.98984789976805
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;22673634.5220974;120990857.764628;1180.955;Glonass;2;3;0;28;20.48;0.06;8.192;1;1;17.92519463456124;338.14866340123876
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;22679651.2044846;119182371.345121;-2840.625;GPS;19;0;0;36;10.24;0.06;4.096;1;1;29.605002499813295;49.98054207400088
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;22224275.8453439;116789391.88893;607.9177;GPS;32;0;10160;48;1.28;0.008;0.512;3;0;35.525736712980354;289.918006215707
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;22717178.125049;121436370.217;-2390.213;Glonass;1;8;660;38;5.12;0.02;2.048;3;1;18.117988280347028;281.65675410362905
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;19092134.5400399;101771861.553387;45.6814;Glonass;10;0;14300;46;0.64;0.004;0.256;15;0;76.54747177582634;52.63965822911592
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;22610789.9806879;120994947.25055;4815.013;Glonass;21;11;0;34;10.24;0.06;8.192;1;1;18.338656357084595;182.02924570628716
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;20824168.9675921;111395309.418624;-2300.537;Glonass;19;10;0;34;20.48;0.06;8.192;1;0;40.52678182579572;42.02180318133799
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;22624211.3086812;118891027.003586;1574.06;GPS;14;0;13180;46;1.28;0.008;0.512;3;0;32.80248857789005;301.97851646491415
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;20977598.0308812;112097927.681325;3390.045;Glonass;11;7;8300;42;1.28;0.012;0.512;15;0;;
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;22827907.6523684;119961510.017653;1045.1;GPS;6;0;560;46;10.24;0.02;4.096;3;0;27.460177004268246;75.10055897176801
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;21300093.3192885;111932741.925749;-2266.586;GPS;24;0;3920;45;2.56;0.012;1.024;3;0;49.84136643433061;146.3848331296599
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;25127269.5771363;132044692.169021;-3156.441;GPS;17;0;0;19;40.96;0.06;16.384;1;1;7.136769113263641;41.41212440186365
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;21205082.0664106;111433473.3487;2508.562;GPS;25;0;10760;47;0.64;0.004;0.256;3;0;48.7716952459669;267.8045785599093
1900;126723.39999996992;13.3725887362331;0.0014056285178567;52.5077022048383;0.0016453260302502;77.333396198228;0.0021738007822993;2.41818267045892;8.99410320614547e-07;0.0852888323142906;0.0227667985615079;5.22763823234709;0.0003111993291276;0.238338216699049;3.44230128837916e-06;126723.39999997;1900;17;16;1;23792818.1577429;125032103.225166;4108.761;GPS;29;0;0;32;20.48;0.06;8.192;1;1;15.173769719078027;205.2074787516067
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;19831450.7114143;104214974.349623;181.2476;GPS;12;0;41240;51;0.32;0.004;0.128;15;0;85.19271309944396;345.89731339279535
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;19751265.130065;105618926.573102;2139.817;Glonass;20;9;32500;44;0.64;0.004;0.256;7;0;58.80323826137742;136.98753605208208
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;22673583.0570427;120990583.23175;1172.063;Glonass;2;3;0;27;20.48;0.06;8.192;1;1;17.92555277099184;338.1470386684691
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;22679758.6847382;119182935.40266;-2837.354;GPS;19;0;0;33;10.24;0.06;4.096;1;1;29.60369264326103;49.97997394810761
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;22224252.5667534;116789270.446393;607.3416;GPS;32;0;10360;47;1.28;0.008;0.512;3;0;35.525896723738796;289.91619971482663
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;22717267.6403035;121436835.329051;-2390.772;Glonass;1;8;0;40;10.24;0.06;4.096;1;0;18.116960790425907;281.6553228149327
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;19092132.8604564;101771852.610563;44.50732;Glonass;10;0;14500;46;0.64;0.004;0.256;15;0;76.54698271824164;52.64776395480726
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;22610610.0907558;120993984.171319;4787.601;Glonass;21;11;0;34;20.48;0.06;8.192;1;1;18.340398637904723;182.0293677938572
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;20824255.237106;111395770.899895;-2310.01;Glonass;19;10;0;34;20.48;0.06;8.192;1;0;40.52542353631096;42.020406929481396
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;22624151.1228803;118890712.293784;1573.304;GPS;14;0;13380;44;1.28;0.008;0.512;3;0;32.80304522234831;301.9769816229828
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;20977471.1110851;112097249.580682;3390.088;Glonass;11;7;8500;43;1.28;0.008;0.512;15;0;;
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;22827871.3995411;119961272.895833;1044.287;GPS;6;0;0;45;10.24;0.06;4.096;1;0;27.460524807019638;75.09895026611309
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;21688386.3768922;115651996.742652;-2974.8;Glonass;9;1;0;28;20.48;0.06;8.192;1;1;28.565876188804268;108.0954664097734
1900;126723.59999996993;13.3725767005615;0.0013956074769125;52.5077079419045;0.0015669457001982;77.3158926009201;0.0021572924320078;2.46830476538162;8.97517998708024e-07;0.114452122996227;0.0227667276795066;5.24831136740977;0.0003110676030222;0.262457819091651;3.44221577929541e-06;126723.59999997;1900;17;16;1;21300179.3357743;111933195.093679;-2265.841;GPS;24;0;4120;43;2.56;0.012;1.024;3;0;49.83976133930987;146.38518930092891
